"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка обработки нестандартных символов в поле фамилии","1","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","createUserWithNonStandardLastName"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","0","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","0","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
"Негативный сценарий: создание пользователя без указания имени","0","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkEmptyFirstName"
"Негативный сценарий: создание пользователя без указания пола","1","Проверка обязательности выбора пола при создании пользователя","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","createUserWithoutSexSelection"
"Проверка boundary-значений для поля возраста пользователя","0","Проверка граничных значений возраста (1 год и 123 года) при создании пользователя","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkMinimumAge"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","0","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.ReadUserWithCarsTest","Firefox","tests.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","0","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","1","Проверка функциональности поля ввода на странице","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.ReadUserWithCarsTest","Firefox","tests.ReadUserWithCarsTest","checkInput"
"Проверка обработки нулевого значения при пополнении баланса","1","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Mon Aug 18 16:38:16 UTC 2025","skipped","Mon Aug 18 16:38:16 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","checkZeroMoney"
"Негативный сценарий: пополнение баланса текстовым значением","1","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Mon Aug 18 16:38:16 UTC 2025","skipped","Mon Aug 18 16:38:16 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","checkMoneyWithText"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","0","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","successfulLoginWithValidCredentials"
"Проверка boundary-значения для минимальной суммы пополнения","1","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Mon Aug 18 16:38:16 UTC 2025","skipped","Mon Aug 18 16:38:16 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","checkMinAndMaxMoney"
"Проверка продажи авто","1","Тест проверяет продажу авто","Team three PFLB Test","Mon Aug 18 16:38:16 UTC 2025","skipped","Mon Aug 18 16:38:16 UTC 2025","tests.CarTest","Firefox","tests.CarTest","sellCar"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","0","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.UsersReadAllTest","Chrome","tests.UsersReadAllTest","checkNewUserInTable"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","1","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.ReadUserWithCarsTest","Firefox","tests.ReadUserWithCarsTest","checkUserInTable"
"Проверка создания нового авто","1","Тест проверяет создание нового авто","Team three PFLB Test","Mon Aug 18 16:38:16 UTC 2025","skipped","Mon Aug 18 16:38:16 UTC 2025","tests.CarTest","Firefox","tests.CarTest","createCar"
"Негативный сценарий: проверка валидации нулевого возраста","0","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkZeroAgeValidation"
"Проверка корректности навигации к форме создания пользователя","0","После успешной авторизации система должна корректно открывать форму создания нового пользователя","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","openedCreateNewPage"
"","2","setup","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","broken","Mon Aug 18 16:38:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","setup"
"Позитивный сценарий создания пользователя с полным набором валидных данных","1","Система должна успешно создавать пользователя при заполнении всех обязательных полей валидными данными","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkValidUserCreation"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","0","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
"","3","setup","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","broken","Mon Aug 18 16:38:15 UTC 2025","tests.ReadUserWithCarsTest","Firefox","tests.ReadUserWithCarsTest","setup"
"","1","setup","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","broken","Mon Aug 18 16:38:18 UTC 2025","tests.UsersReadAllTest","Chrome","tests.UsersReadAllTest","setup"
"Негативный сценарий: проверка валидации отрицательного возраста","0","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Mon Aug 18 16:38:18 UTC 2025","skipped","Mon Aug 18 16:38:18 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkNegativeAgeValidation"
"Проверка создания нового авто. Негативный","1","Тест проверяет создание нового авто","Team three PFLB Test","Mon Aug 18 16:38:16 UTC 2025","skipped","Mon Aug 18 16:38:16 UTC 2025","tests.CarTest","Firefox","tests.CarTest","createCarNegative"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 16:38:15 UTC 2025","skipped","Mon Aug 18 16:38:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
