"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","1191","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Tue Aug 19 07:02:00 UTC 2025","passed","Tue Aug 19 07:02:02 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Проверка создания нового авто","21856","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 07:04:21 UTC 2025","failed","Tue Aug 19 07:04:43 UTC 2025","tests.CarTest","Chrome","tests.CarTest","createCar"
"Негативный сценарий: пополнение баланса отрицательным значением","1253","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Tue Aug 19 07:02:58 UTC 2025","passed","Tue Aug 19 07:02:59 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkNegativeMoney"
"Проверка продажи авто","21474","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 07:07:31 UTC 2025","failed","Tue Aug 19 07:07:52 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sellCar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","987","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 07:01:41 UTC 2025","passed","Tue Aug 19 07:01:42 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Негативный сценарий: пополнение баланса текстовым значением","1480","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Tue Aug 19 07:02:55 UTC 2025","passed","Tue Aug 19 07:02:56 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkMoneyWithText"
"Позитивный сценарий пополнения баланса пользователя","21497","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 07:03:25 UTC 2025","failed","Tue Aug 19 07:03:47 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkValidMoneyAddition"
"Проверка обработки нулевого значения при пополнении баланса","1250","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Tue Aug 19 07:03:49 UTC 2025","passed","Tue Aug 19 07:03:50 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkZeroMoney"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1250","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Tue Aug 19 07:02:04 UTC 2025","passed","Tue Aug 19 07:02:05 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","656","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 07:01:52 UTC 2025","passed","Tue Aug 19 07:01:52 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","555","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 07:01:47 UTC 2025","passed","Tue Aug 19 07:01:47 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","662","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 07:01:57 UTC 2025","passed","Tue Aug 19 07:01:58 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Проверка создания нового авто. Негативный","21725","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 07:05:09 UTC 2025","failed","Tue Aug 19 07:05:31 UTC 2025","tests.CarTest","Chrome","tests.CarTest","createCarNegative"
"Проверка boundary-значения для минимальной суммы пополнения","21739","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 07:02:31 UTC 2025","failed","Tue Aug 19 07:02:52 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkMinAndMaxMoney"
"Проверка продажи авто. Негативный","21563","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Tue Aug 19 07:08:18 UTC 2025","failed","Tue Aug 19 07:08:39 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sellCarNegative"
