"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","1289","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Tue Aug 19 11:24:23 UTC 2025","passed","Tue Aug 19 11:24:25 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","successfulLoginWithValidCredentials"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1058","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 11:23:55 UTC 2025","passed","Tue Aug 19 11:23:56 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","555","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 11:24:01 UTC 2025","passed","Tue Aug 19 11:24:02 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","11959","Проверка функциональности поля ввода на странице","Team three PFLB Test","Tue Aug 19 11:24:11 UTC 2025","failed","Tue Aug 19 11:24:23 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkInput"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","598","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 11:24:12 UTC 2025","passed","Tue Aug 19 11:24:13 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","589","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 11:24:07 UTC 2025","passed","Tue Aug 19 11:24:07 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","11650","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Tue Aug 19 11:24:40 UTC 2025","failed","Tue Aug 19 11:24:52 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","684","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 11:24:18 UTC 2025","passed","Tue Aug 19 11:24:18 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","1357","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Tue Aug 19 11:24:55 UTC 2025","passed","Tue Aug 19 11:24:56 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1291","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Tue Aug 19 11:24:58 UTC 2025","passed","Tue Aug 19 11:25:00 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","openedReadUserWithCarsPage"
