"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","6418","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Mon Aug 18 14:24:38 UTC 2025","failed","Mon Aug 18 14:24:45 UTC 2025","tests.ReadUserWithCarsTest","Firefox","tests.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Негативный сценарий: создание пользователя без указания имени","1973","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Mon Aug 18 14:23:47 UTC 2025","passed","Mon Aug 18 14:23:49 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkEmptyFirstName"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","5242","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Mon Aug 18 14:28:53 UTC 2025","passed","Mon Aug 18 14:28:58 UTC 2025","tests.UsersReadAllTest","Chrome","tests.UsersReadAllTest","checkOpenUsersReadAll"
"Негативный сценарий: создание пользователя без указания пола","1764","Проверка обязательности выбора пола при создании пользователя","Team three PFLB Test","Mon Aug 18 14:27:40 UTC 2025","passed","Mon Aug 18 14:27:41 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","createUserWithoutSexSelection"
"Позитивный сценарий создания пользователя с полным набором валидных данных","21834","Система должна успешно создавать пользователя при заполнении всех обязательных полей валидными данными","Team three PFLB Test","Mon Aug 18 14:25:54 UTC 2025","failed","Mon Aug 18 14:26:16 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkValidUserCreation"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1019","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 14:23:23 UTC 2025","passed","Mon Aug 18 14:23:24 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
"Проверка boundary-значения для минимальной суммы пополнения","21407","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Mon Aug 18 14:25:15 UTC 2025","failed","Mon Aug 18 14:25:36 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","checkMinAndMaxMoney"
"Проверка boundary-значений для поля возраста пользователя","21648","Проверка граничных значений возраста (1 год и 123 года) при создании пользователя","Team three PFLB Test","Mon Aug 18 14:25:03 UTC 2025","failed","Mon Aug 18 14:25:25 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkMinimumAge"
"Проверка корректности навигации к форме создания пользователя","1022","После успешной авторизации система должна корректно открывать форму создания нового пользователя","Team three PFLB Test","Mon Aug 18 14:27:46 UTC 2025","passed","Mon Aug 18 14:27:47 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","openedCreateNewPage"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","774","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Mon Aug 18 14:23:44 UTC 2025","passed","Mon Aug 18 14:23:45 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","successfulLoginWithValidCredentials"
"Негативный сценарий: проверка валидации отрицательного возраста","1494","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Mon Aug 18 14:25:27 UTC 2025","passed","Mon Aug 18 14:25:28 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkNegativeAgeValidation"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","6347","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Mon Aug 18 14:23:56 UTC 2025","failed","Mon Aug 18 14:24:02 UTC 2025","tests.ReadUserWithCarsTest","Firefox","tests.ReadUserWithCarsTest","checkUserInTable"
"Проверка покупки авто","21420","Тест проверяет покупку авто","Team three PFLB Test","Mon Aug 18 14:33:08 UTC 2025","failed","Mon Aug 18 14:33:30 UTC 2025","tests.CarTest","Firefox","tests.CarTest","buyCar"
"Негативный сценарий: пополнение баланса текстовым значением","21407","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Mon Aug 18 14:26:06 UTC 2025","failed","Mon Aug 18 14:26:27 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","checkMoneyWithText"
"Проверка создания пользователя с предельно допустимым возрастом","21951","Система должна корректно обрабатывать максимально допустимый возраст пользователя (123 года)","Team three PFLB Test","Mon Aug 18 14:24:15 UTC 2025","failed","Mon Aug 18 14:24:37 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkMaxAgeLimitValidation"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","424","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 14:23:39 UTC 2025","passed","Mon Aug 18 14:23:39 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
"Проверка обработки нестандартных символов в поле фамилии","21654","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Mon Aug 18 14:27:13 UTC 2025","failed","Mon Aug 18 14:27:35 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","createUserWithNonStandardLastName"
"Проверка корректности навигации к форме пополнения баланса пользователя","21433","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Mon Aug 18 14:29:55 UTC 2025","failed","Mon Aug 18 14:30:16 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","openedAddMoneyPage"
"Проверка продажи авто","21415","Тест проверяет продажу авто","Team three PFLB Test","Mon Aug 18 14:34:54 UTC 2025","failed","Mon Aug 18 14:35:16 UTC 2025","tests.CarTest","Firefox","tests.CarTest","sellCar"
"Проверка обработки нулевого значения при пополнении баланса","21349","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Mon Aug 18 14:29:02 UTC 2025","failed","Mon Aug 18 14:29:23 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","checkZeroMoney"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","6380","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Mon Aug 18 14:24:17 UTC 2025","failed","Mon Aug 18 14:24:24 UTC 2025","tests.ReadUserWithCarsTest","Firefox","tests.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Негативный сценарий: проверка валидации нулевого возраста","1707","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Mon Aug 18 14:26:35 UTC 2025","passed","Mon Aug 18 14:26:36 UTC 2025","tests.CreateUserTest","Chrome","tests.CreateUserTest","checkZeroAgeValidation"
"Позитивный сценарий пополнения баланса пользователя","21582","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Mon Aug 18 14:28:08 UTC 2025","failed","Mon Aug 18 14:28:30 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","checkValidMoneyAddition"
"Проверка создания нового авто","21443","Тест проверяет создание нового авто","Team three PFLB Test","Mon Aug 18 14:31:22 UTC 2025","failed","Mon Aug 18 14:31:43 UTC 2025","tests.CarTest","Firefox","tests.CarTest","createCar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","428","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 14:23:37 UTC 2025","passed","Mon Aug 18 14:23:37 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
"Проверка создания нового авто. Негативный","21433","Тест проверяет создание нового авто","Team three PFLB Test","Mon Aug 18 14:32:16 UTC 2025","failed","Mon Aug 18 14:32:37 UTC 2025","tests.CarTest","Firefox","tests.CarTest","createCarNegative"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","27414","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Mon Aug 18 14:28:22 UTC 2025","failed","Mon Aug 18 14:28:50 UTC 2025","tests.UsersReadAllTest","Chrome","tests.UsersReadAllTest","checkNewUserInTable"
"Проверка покупки авто. Негативный","21413","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Mon Aug 18 14:34:01 UTC 2025","failed","Mon Aug 18 14:34:22 UTC 2025","tests.CarTest","Firefox","tests.CarTest","buyCarNegative"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","6516","Проверка функциональности поля ввода на странице","Team three PFLB Test","Mon Aug 18 14:23:34 UTC 2025","failed","Mon Aug 18 14:23:41 UTC 2025","tests.ReadUserWithCarsTest","Firefox","tests.ReadUserWithCarsTest","checkInput"
"Проверка продажи авто. Негативный","21395","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Mon Aug 18 14:35:48 UTC 2025","failed","Mon Aug 18 14:36:09 UTC 2025","tests.CarTest","Firefox","tests.CarTest","sellCarNegative"
"Сортировка авто по id","1209","Сортировка авто по id","Team three PFLB Test","Mon Aug 18 14:30:48 UTC 2025","passed","Mon Aug 18 14:30:49 UTC 2025","tests.CarTest","Firefox","tests.CarTest","sortCars"
"Негативный сценарий: пополнение баланса отрицательным значением","21358","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Mon Aug 18 14:27:12 UTC 2025","failed","Mon Aug 18 14:27:34 UTC 2025","tests.AddMoneyTest","Firefox","tests.AddMoneyTest","checkNegativeMoney"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","817","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 14:23:34 UTC 2025","passed","Mon Aug 18 14:23:35 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","476","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 14:23:41 UTC 2025","passed","Mon Aug 18 14:23:42 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginNegativeCases"
