"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Негативный сценарий: проверка валидации нулевого возраста","11336","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Wed Aug 20 08:56:18 UTC 2025","passed","Wed Aug 20 08:56:29 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkZeroAgeValidation"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","54123","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Wed Aug 20 09:05:08 UTC 2025","passed","Wed Aug 20 09:06:02 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Проверка покупки авто. Негативный","11981","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Wed Aug 20 08:58:58 UTC 2025","passed","Wed Aug 20 08:59:10 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Проверка работоспособности и отклика кнопки Reload на странице HousesReadAll","492","Тест проверяет функциональность кнопки перезагрузки данных на странице","Team three PFLB Test","Wed Aug 20 08:59:44 UTC 2025","passed","Wed Aug 20 08:59:45 UTC 2025","tests.ui.HousesReadAllTest","Chrome","tests.ui.HousesReadAllTest","checkReloadButton"
"Проверка успешного создания дома при заполнении всех полей валидными данными","6946","Позитивный тест создания дома с заполнением всех полей валидными значениями","Team three PFLB Test","Wed Aug 20 08:57:53 UTC 2025","passed","Wed Aug 20 08:58:00 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkValidHouseCreation"
"Проверка обработки нулевого значения при пополнении баланса","11388","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Wed Aug 20 09:03:20 UTC 2025","passed","Wed Aug 20 09:03:32 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkZeroMoney"
"Позитивный тест: проверка успешного выселения пользователя (houseId: 3, userId: 2203) с подтверждением статуса операции","6620","Проверка функционала выселения пользователя из дома","Team three PFLB Test","Wed Aug 20 09:01:29 UTC 2025","passed","Wed Aug 20 09:01:36 UTC 2025","tests.ui.SettleOrEvictUserTest","Chrome","tests.ui.SettleOrEvictUserTest","evictUserFromHouse"
"Проверка корректного открытия страницы создания нового дома после авторизации","5972","Тест проверяет корректность открытия формы создания нового дома в системе","Team three PFLB Test","Wed Aug 20 08:58:04 UTC 2025","passed","Wed Aug 20 08:58:10 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","openedCreateNewPage"
"Позитивный сценарий пополнения баланса пользователя","11756","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Wed Aug 20 09:03:04 UTC 2025","passed","Wed Aug 20 09:03:16 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Проверка успешного перехода на страницу управления проживанием пользователей после авторизации","5919","Проверка корректного отображения страницы управления заселением/выселением","Team three PFLB Test","Wed Aug 20 09:01:40 UTC 2025","passed","Wed Aug 20 09:01:46 UTC 2025","tests.ui.SettleOrEvictUserTest","Chrome","tests.ui.SettleOrEvictUserTest","openedSettleOrEvictUserPage"
