"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","51230","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Wed Aug 20 08:44:49 UTC 2025","passed","Wed Aug 20 08:45:40 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Негативный сценарий: создание пользователя без указания имени","11996","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Wed Aug 20 08:36:09 UTC 2025","passed","Wed Aug 20 08:36:21 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkEmptyFirstName"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","7054","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Wed Aug 20 08:44:15 UTC 2025","passed","Wed Aug 20 08:44:22 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Проверка корректного открытия страницы создания нового дома после авторизации","5989","Тест проверяет корректность открытия формы создания нового дома в системе","Team three PFLB Test","Wed Aug 20 08:39:13 UTC 2025","passed","Wed Aug 20 08:39:19 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","openedCreateNewPage"
"Проверка работоспособности и отклика кнопки Reload на странице HousesReadAll","358","Тест проверяет функциональность кнопки перезагрузки данных на странице","Team three PFLB Test","Wed Aug 20 08:40:48 UTC 2025","passed","Wed Aug 20 08:40:48 UTC 2025","tests.ui.HousesReadAllTest","Chrome","tests.ui.HousesReadAllTest","checkReloadButton"
"Проверка создания дома при заполнении только обязательных полей (floors и price)","6969","Тест проверяет создание дома при заполнении только обязательных полей","Team three PFLB Test","Wed Aug 20 08:38:27 UTC 2025","passed","Wed Aug 20 08:38:34 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkEmptyOptionalFields"
"Проверка обработки нестандартных символов в поле фамилии","11996","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Wed Aug 20 08:37:45 UTC 2025","passed","Wed Aug 20 08:37:57 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","createUserWithNonStandardLastName"
"Проверка корректности навигации к форме пополнения баланса пользователя","11354","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Wed Aug 20 08:43:17 UTC 2025","passed","Wed Aug 20 08:43:28 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","openedAddMoneyPage"
"Проверка boundary-значения для минимальной суммы пополнения","12211","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Wed Aug 20 08:41:55 UTC 2025","passed","Wed Aug 20 08:42:08 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","522","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 08:43:43 UTC 2025","passed","Wed Aug 20 08:43:43 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","512","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 08:43:38 UTC 2025","passed","Wed Aug 20 08:43:38 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка продажи авто","11805","Тест проверяет продажу авто","Team three PFLB Test","Wed Aug 20 08:40:17 UTC 2025","passed","Wed Aug 20 08:40:28 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Проверка успешного создания дома при заполнении всех полей валидными данными","6963","Позитивный тест создания дома с заполнением всех полей валидными значениями","Team three PFLB Test","Wed Aug 20 08:39:04 UTC 2025","passed","Wed Aug 20 08:39:10 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkValidHouseCreation"
"Комплексная проверка отображения всех атрибутов дома при поиске по ID","8226","Тест проверяет корректность отображения данных о доме в таблице","Team three PFLB Test","Wed Aug 20 08:40:57 UTC 2025","passed","Wed Aug 20 08:41:05 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","checkHouse"
"Проверка валидации при вводе отрицательных значений в поля формы","6549","Тест проверяет обработку отрицательных значений в полях формы","Team three PFLB Test","Wed Aug 20 08:38:45 UTC 2025","passed","Wed Aug 20 08:38:52 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkInvalidValue"
"Негативный сценарий: проверка валидации отрицательного возраста","11551","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Wed Aug 20 08:37:03 UTC 2025","passed","Wed Aug 20 08:37:15 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkNegativeAgeValidation"
"Негативный сценарий: попытка создания дома без заполнения обязательных полей","6495","Негативный тест: попытка создания дома без заполнения обязательных полей","Team three PFLB Test","Wed Aug 20 08:38:36 UTC 2025","passed","Wed Aug 20 08:38:43 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkEmptyRequiredFields"
"Сортировка авто по id","6209","Сортировка авто по id","Team three PFLB Test","Wed Aug 20 08:39:21 UTC 2025","passed","Wed Aug 20 08:39:27 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","553","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 08:43:48 UTC 2025","passed","Wed Aug 20 08:43:48 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка корректности работы поля для ввода идентификатора дома","7773","Тест проверяет функциональность поля ввода ID дома","Team three PFLB Test","Wed Aug 20 08:41:08 UTC 2025","passed","Wed Aug 20 08:41:15 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","checkInput"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","542","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 08:43:53 UTC 2025","passed","Wed Aug 20 08:43:54 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка создания нового авто","6896","Тест проверяет создание нового авто","Team three PFLB Test","Wed Aug 20 08:39:30 UTC 2025","passed","Wed Aug 20 08:39:37 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","15748","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Wed Aug 20 08:45:45 UTC 2025","passed","Wed Aug 20 08:46:01 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"Проверка валидации при вводе значений, превышающих максимально допустимую длину","6988","Тест проверяет обработку значений, превышающих максимально допустимую длину","Team three PFLB Test","Wed Aug 20 08:38:54 UTC 2025","passed","Wed Aug 20 08:39:01 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkMoreThenMaximumValue"
"Проверка boundary-значений для поля возраста пользователя","22601","Проверка граничных значений возраста (1 год и 123 года) при создании пользователя","Team three PFLB Test","Wed Aug 20 08:36:38 UTC 2025","passed","Wed Aug 20 08:37:01 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkMinimumAge"
"Проверка навигации и доступности страницы HousesReadAll после авторизации","333","Тест проверяет корректность открытия страницы со списком всех домов","Team three PFLB Test","Wed Aug 20 08:40:45 UTC 2025","passed","Wed Aug 20 08:40:45 UTC 2025","tests.ui.HousesReadAllTest","Chrome","tests.ui.HousesReadAllTest","checkOpenHousesReadAllPage"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","6938","Проверка функциональности поля ввода на странице","Team three PFLB Test","Wed Aug 20 08:44:04 UTC 2025","passed","Wed Aug 20 08:44:11 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","checkInput"
"Проверка создания нового авто. Негативный","6890","Тест проверяет создание нового авто","Team three PFLB Test","Wed Aug 20 08:39:39 UTC 2025","passed","Wed Aug 20 08:39:46 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
