"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","467","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 14:28:25 UTC 2025","passed","Wed Aug 20 14:28:25 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","1065","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Wed Aug 20 14:28:48 UTC 2025","passed","Wed Aug 20 14:28:49 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","successfulLoginWithValidCredentials"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","55080","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Wed Aug 20 14:29:37 UTC 2025","passed","Wed Aug 20 14:30:32 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Проверка создания нового авто. Негативный","6704","Тест проверяет создание нового авто","Team three PFLB Test","Wed Aug 20 14:31:28 UTC 2025","passed","Wed Aug 20 14:31:35 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","6947","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Wed Aug 20 14:29:05 UTC 2025","passed","Wed Aug 20 14:29:12 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Верификация корректности отображения элементов управления на странице HousesReadById","7248","Тест проверяет наличие всех необходимых UI-элементов на странице","Team three PFLB Test","Wed Aug 20 14:30:25 UTC 2025","passed","Wed Aug 20 14:30:33 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","checkUsersReadAllWithCarsNavBar"
"Проверка продажи авто","11561","Тест проверяет продажу авто","Team three PFLB Test","Wed Aug 20 14:32:04 UTC 2025","passed","Wed Aug 20 14:32:15 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Позитивный тест: проверка успешного выселения пользователя (houseId: 3, userId: 2203) с подтверждением статуса операции","6556","Проверка функционала выселения пользователя из дома","Team three PFLB Test","Wed Aug 20 14:30:47 UTC 2025","passed","Wed Aug 20 14:30:54 UTC 2025","tests.ui.SettleOrEvictUserTest","Chrome","tests.ui.SettleOrEvictUserTest","evictUserFromHouse"
"Проверка работоспособности и отклика кнопки Reload на странице HousesReadAll","449","Тест проверяет функциональность кнопки перезагрузки данных на странице","Team three PFLB Test","Wed Aug 20 14:29:58 UTC 2025","passed","Wed Aug 20 14:29:58 UTC 2025","tests.ui.HousesReadAllTest","Chrome","tests.ui.HousesReadAllTest","checkReloadButton"
"Проверка создания нового авто","6731","Тест проверяет создание нового авто","Team three PFLB Test","Wed Aug 20 14:31:20 UTC 2025","passed","Wed Aug 20 14:31:26 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
