"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка корректности работы поля для ввода идентификатора дома","7375","Тест проверяет функциональность поля ввода ID дома","Team three PFLB Test","Wed Aug 20 09:44:33 UTC 2025","passed","Wed Aug 20 09:44:40 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","checkInput"
"Негативный сценарий: создание пользователя без указания имени","12178","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Wed Aug 20 09:39:44 UTC 2025","passed","Wed Aug 20 09:39:57 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkEmptyFirstName"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","566","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 09:47:37 UTC 2025","passed","Wed Aug 20 09:47:38 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","68338","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Wed Aug 20 09:48:30 UTC 2025","passed","Wed Aug 20 09:49:39 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Негативный сценарий: проверка валидации отрицательного возраста","11379","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Wed Aug 20 09:40:38 UTC 2025","passed","Wed Aug 20 09:40:49 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkNegativeAgeValidation"
"Проверка успешного создания дома при заполнении всех полей валидными данными","6758","Позитивный тест создания дома с заполнением всех полей валидными значениями","Team three PFLB Test","Wed Aug 20 09:42:34 UTC 2025","passed","Wed Aug 20 09:42:41 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkValidHouseCreation"
"Проверка валидации при вводе значений, превышающих максимально допустимую длину","6807","Тест проверяет обработку значений, превышающих максимально допустимую длину","Team three PFLB Test","Wed Aug 20 09:42:25 UTC 2025","passed","Wed Aug 20 09:42:32 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkMoreThenMaximumValue"
"Негативный сценарий: пополнение баланса отрицательным значением","11296","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Wed Aug 20 09:46:16 UTC 2025","passed","Wed Aug 20 09:46:27 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkNegativeMoney"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","15938","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Wed Aug 20 09:49:43 UTC 2025","passed","Wed Aug 20 09:49:59 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"Проверка обработки нулевого значения при пополнении баланса","11250","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Wed Aug 20 09:46:47 UTC 2025","passed","Wed Aug 20 09:46:58 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkZeroMoney"
"Проверка покупки авто. Негативный","11595","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Wed Aug 20 09:43:30 UTC 2025","passed","Wed Aug 20 09:43:42 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Комплексная проверка отображения всех атрибутов дома при поиске по ID","7809","Тест проверяет корректность отображения данных о доме в таблице","Team three PFLB Test","Wed Aug 20 09:44:23 UTC 2025","passed","Wed Aug 20 09:44:31 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","checkHouse"
"Негативный сценарий: проверка валидации нулевого возраста","11352","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Wed Aug 20 09:41:05 UTC 2025","passed","Wed Aug 20 09:41:16 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkZeroAgeValidation"
"Проверка создания нового авто. Негативный","6688","Тест проверяет создание нового авто","Team three PFLB Test","Wed Aug 20 09:43:08 UTC 2025","passed","Wed Aug 20 09:43:14 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","580","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 09:47:32 UTC 2025","passed","Wed Aug 20 09:47:33 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка продажи авто. Негативный","11583","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Wed Aug 20 09:43:58 UTC 2025","passed","Wed Aug 20 09:44:09 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCarNegative"
"Проверка корректности навигации к форме создания пользователя","10895","После успешной авторизации система должна корректно открывать форму создания нового пользователя","Team three PFLB Test","Wed Aug 20 09:41:46 UTC 2025","passed","Wed Aug 20 09:41:57 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","openedCreateNewPage"
"Позитивный тест: проверка успешного заселения пользователя с валидными данными (houseId: 3, userId: 2203)","6480","Проверка функционала заселения пользователя в указанный дом","Team three PFLB Test","Wed Aug 20 09:45:21 UTC 2025","passed","Wed Aug 20 09:45:28 UTC 2025","tests.ui.SettleOrEvictUserTest","Chrome","tests.ui.SettleOrEvictUserTest","settleUserInHouse"
"Проверка успешного перехода на страницу управления проживанием пользователей после авторизации","5785","Проверка корректного отображения страницы управления заселением/выселением","Team three PFLB Test","Wed Aug 20 09:45:13 UTC 2025","passed","Wed Aug 20 09:45:19 UTC 2025","tests.ui.SettleOrEvictUserTest","Chrome","tests.ui.SettleOrEvictUserTest","openedSettleOrEvictUserPage"
"Негативный сценарий: попытка создания дома без заполнения обязательных полей","6313","Негативный тест: попытка создания дома без заполнения обязательных полей","Team three PFLB Test","Wed Aug 20 09:42:08 UTC 2025","passed","Wed Aug 20 09:42:14 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkEmptyRequiredFields"
"Верификация заголовков и структуры таблицы на странице HousesReadAll","4287","Тест проверяет наличие и корректность отображения всех полей в таблице домов","Team three PFLB Test","Wed Aug 20 09:44:16 UTC 2025","passed","Wed Aug 20 09:44:21 UTC 2025","tests.ui.HousesReadAllTest","Chrome","tests.ui.HousesReadAllTest","checkTableTitle"
"Проверка обработки нестандартных символов в поле фамилии","11816","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Wed Aug 20 09:41:19 UTC 2025","passed","Wed Aug 20 09:41:30 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","createUserWithNonStandardLastName"
"Позитивный сценарий пополнения баланса пользователя","11681","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Wed Aug 20 09:46:31 UTC 2025","passed","Wed Aug 20 09:46:43 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","6719","Проверка функциональности поля ввода на странице","Team three PFLB Test","Wed Aug 20 09:47:48 UTC 2025","passed","Wed Aug 20 09:47:54 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","checkInput"
"Проверка валидации при вводе отрицательных значений в поля формы","6415","Тест проверяет обработку отрицательных значений в полях формы","Team three PFLB Test","Wed Aug 20 09:42:16 UTC 2025","passed","Wed Aug 20 09:42:23 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkInvalidValue"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","566","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 09:47:28 UTC 2025","passed","Wed Aug 20 09:47:28 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","6850","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Wed Aug 20 09:47:59 UTC 2025","passed","Wed Aug 20 09:48:05 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","6180","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Wed Aug 20 09:48:20 UTC 2025","passed","Wed Aug 20 09:48:26 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Проверка продажи авто","11568","Тест проверяет продажу авто","Team three PFLB Test","Wed Aug 20 09:43:44 UTC 2025","passed","Wed Aug 20 09:43:55 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Проверка создания дома при заполнении только обязательных полей (floors и price)","6818","Тест проверяет создание дома при заполнении только обязательных полей","Team three PFLB Test","Wed Aug 20 09:41:59 UTC 2025","passed","Wed Aug 20 09:42:06 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkEmptyOptionalFields"
"Проверка корректного открытия страницы создания нового дома после авторизации","5777","Тест проверяет корректность открытия формы создания нового дома в системе","Team three PFLB Test","Wed Aug 20 09:42:43 UTC 2025","passed","Wed Aug 20 09:42:48 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","openedCreateNewPage"
"Проверка boundary-значения для минимальной суммы пополнения","12093","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Wed Aug 20 09:45:44 UTC 2025","passed","Wed Aug 20 09:45:56 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Проверка создания нового авто","6697","Тест проверяет создание нового авто","Team three PFLB Test","Wed Aug 20 09:42:59 UTC 2025","passed","Wed Aug 20 09:43:05 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
