"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания нового авто. Негативный","21841","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 13:44:33 UTC 2025","failed","Tue Aug 19 13:44:55 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Проверка покупки авто","21796","Тест проверяет покупку авто","Team three PFLB Test","Tue Aug 19 13:45:20 UTC 2025","failed","Tue Aug 19 13:45:42 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCar"
"Негативный сценарий: создание пользователя без указания имени","21460","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Tue Aug 19 13:41:56 UTC 2025","failed","Tue Aug 19 13:42:18 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkEmptyFirstName"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","648","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 13:41:20 UTC 2025","passed","Tue Aug 19 13:41:20 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Негативный сценарий: пополнение баланса отрицательным значением","1418","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Tue Aug 19 13:42:21 UTC 2025","passed","Tue Aug 19 13:42:23 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkNegativeMoney"
"Проверка покупки авто. Негативный","2256","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Tue Aug 19 13:45:44 UTC 2025","passed","Tue Aug 19 13:45:46 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Проверка создания пользователя с предельно допустимым возрастом","21338","Система должна корректно обрабатывать максимально допустимый возраст пользователя (123 года)","Team three PFLB Test","Tue Aug 19 13:42:48 UTC 2025","failed","Tue Aug 19 13:43:09 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkMaxAgeLimitValidation"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","945","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Tue Aug 19 13:41:25 UTC 2025","passed","Tue Aug 19 13:41:26 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","successfulLoginWithValidCredentials"
"Проверка продажи авто","21769","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 13:46:12 UTC 2025","failed","Tue Aug 19 13:46:34 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Проверка boundary-значения для минимальной суммы пополнения","21876","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 13:41:54 UTC 2025","failed","Tue Aug 19 13:42:16 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","21409","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Tue Aug 19 13:49:37 UTC 2025","failed","Tue Aug 19 13:49:59 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","989","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 13:40:59 UTC 2025","passed","Tue Aug 19 13:41:00 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Сортировка авто по id","1142","Сортировка авто по id","Team three PFLB Test","Tue Aug 19 13:43:19 UTC 2025","passed","Tue Aug 19 13:43:20 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Негативный сценарий: проверка валидации нулевого возраста","21473","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Tue Aug 19 13:46:13 UTC 2025","failed","Tue Aug 19 13:46:35 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkZeroAgeValidation"
"Проверка boundary-значений для поля возраста пользователя","21417","Проверка граничных значений возраста (1 год и 123 года) при создании пользователя","Team three PFLB Test","Tue Aug 19 13:43:39 UTC 2025","failed","Tue Aug 19 13:44:01 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkMinimumAge"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","21406","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Tue Aug 19 13:50:28 UTC 2025","failed","Tue Aug 19 13:50:50 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","2170","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Tue Aug 19 13:41:19 UTC 2025","passed","Tue Aug 19 13:41:22 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Проверка создания нового авто","21894","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 13:43:45 UTC 2025","failed","Tue Aug 19 13:44:07 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Негативный сценарий: проверка валидации отрицательного возраста","21432","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Tue Aug 19 13:44:30 UTC 2025","failed","Tue Aug 19 13:44:52 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkNegativeAgeValidation"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1236","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Tue Aug 19 13:41:27 UTC 2025","passed","Tue Aug 19 13:41:28 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","openedReadUserWithCarsPage"
