"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка продажи авто","21652","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 12:08:35 UTC 2025","failed","Tue Aug 19 12:08:57 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Проверка создания нового авто. Негативный","22013","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 12:06:09 UTC 2025","failed","Tue Aug 19 12:06:32 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Проверка продажи авто. Негативный","21723","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Tue Aug 19 12:09:24 UTC 2025","failed","Tue Aug 19 12:09:46 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCarNegative"
"Проверка корректности навигации к форме пополнения баланса пользователя","1288","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Tue Aug 19 12:04:48 UTC 2025","passed","Tue Aug 19 12:04:49 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","openedAddMoneyPage"
"Негативный сценарий: пополнение баланса отрицательным значением","1548","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Tue Aug 19 12:03:52 UTC 2025","passed","Tue Aug 19 12:03:53 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkNegativeMoney"
"Сортировка авто по id","1433","Сортировка авто по id","Team three PFLB Test","Tue Aug 19 12:04:52 UTC 2025","passed","Tue Aug 19 12:04:53 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Проверка покупки авто. Негативный","21736","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Tue Aug 19 12:07:47 UTC 2025","failed","Tue Aug 19 12:08:08 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Проверка boundary-значения для минимальной суммы пополнения","21732","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 12:03:23 UTC 2025","failed","Tue Aug 19 12:03:45 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Негативный сценарий: пополнение баланса текстовым значением","1555","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Tue Aug 19 12:03:47 UTC 2025","passed","Tue Aug 19 12:03:49 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMoneyWithText"
"Проверка обработки нулевого значения при пополнении баланса","1545","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Tue Aug 19 12:04:44 UTC 2025","passed","Tue Aug 19 12:04:46 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkZeroMoney"
"Проверка создания нового авто","22032","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 12:05:20 UTC 2025","failed","Tue Aug 19 12:05:42 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Позитивный сценарий пополнения баланса пользователя","21647","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 12:04:20 UTC 2025","failed","Tue Aug 19 12:04:41 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Проверка покупки авто","21655","Тест проверяет покупку авто","Team three PFLB Test","Tue Aug 19 12:06:58 UTC 2025","failed","Tue Aug 19 12:07:20 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCar"
