"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","617","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 09:14:39 UTC 2025","passed","Tue Aug 19 09:14:40 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","1310","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Tue Aug 19 09:14:46 UTC 2025","passed","Tue Aug 19 09:14:48 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","successfulLoginWithValidCredentials"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","12206","Проверка функциональности поля ввода на странице","Team three PFLB Test","Tue Aug 19 09:14:31 UTC 2025","failed","Tue Aug 19 09:14:43 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","checkInput"
"Проверка покупки авто","21603","Тест проверяет покупку авто","Team three PFLB Test","Tue Aug 19 09:19:41 UTC 2025","failed","Tue Aug 19 09:20:03 UTC 2025","tests.CarTest","Chrome","tests.CarTest","buyCar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","573","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 09:14:18 UTC 2025","passed","Tue Aug 19 09:14:18 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Проверка продажи авто. Негативный","21708","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Tue Aug 19 09:22:13 UTC 2025","failed","Tue Aug 19 09:22:35 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sellCarNegative"
"Негативный сценарий: пополнение баланса текстовым значением","1507","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Tue Aug 19 09:16:18 UTC 2025","passed","Tue Aug 19 09:16:19 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkMoneyWithText"
"Проверка обработки нулевого значения при пополнении баланса","1494","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Tue Aug 19 09:17:19 UTC 2025","passed","Tue Aug 19 09:17:20 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkZeroMoney"
"Проверка корректности навигации к форме пополнения баланса пользователя","1271","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Tue Aug 19 09:17:24 UTC 2025","passed","Tue Aug 19 09:17:25 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","openedAddMoneyPage"
"Проверка создания нового авто. Негативный","22058","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 09:18:51 UTC 2025","failed","Tue Aug 19 09:19:13 UTC 2025","tests.CarTest","Chrome","tests.CarTest","createCarNegative"
"Проверка покупки авто. Негативный","21644","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Tue Aug 19 09:20:32 UTC 2025","failed","Tue Aug 19 09:20:54 UTC 2025","tests.CarTest","Chrome","tests.CarTest","buyCarNegative"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","592","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 09:14:23 UTC 2025","passed","Tue Aug 19 09:14:24 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","1350","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Tue Aug 19 09:15:17 UTC 2025","passed","Tue Aug 19 09:15:19 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1013","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 09:14:12 UTC 2025","passed","Tue Aug 19 09:14:13 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","11693","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Tue Aug 19 09:15:02 UTC 2025","failed","Tue Aug 19 09:15:14 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","checkUserInTable"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","694","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 09:14:32 UTC 2025","passed","Tue Aug 19 09:14:33 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Негативный сценарий: пополнение баланса отрицательным значением","1542","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Tue Aug 19 09:16:23 UTC 2025","passed","Tue Aug 19 09:16:25 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkNegativeMoney"
"Проверка создания нового авто","22002","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 09:17:59 UTC 2025","failed","Tue Aug 19 09:18:21 UTC 2025","tests.CarTest","Chrome","tests.CarTest","createCar"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1301","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Tue Aug 19 09:15:22 UTC 2025","passed","Tue Aug 19 09:15:24 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Позитивный сценарий пополнения баланса пользователя","21569","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 09:16:53 UTC 2025","failed","Tue Aug 19 09:17:15 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkValidMoneyAddition"
"Сортировка авто по id","1371","Сортировка авто по id","Team three PFLB Test","Tue Aug 19 09:17:29 UTC 2025","passed","Tue Aug 19 09:17:30 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sortCars"
"Проверка продажи авто","21584","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 09:21:23 UTC 2025","failed","Tue Aug 19 09:21:44 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sellCar"
