"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка продажи авто","21539","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 16:30:42 UTC 2025","failed","Tue Aug 19 16:31:04 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Негативный сценарий: пополнение баланса текстовым значением","1263","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Tue Aug 19 16:22:03 UTC 2025","passed","Tue Aug 19 16:22:04 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMoneyWithText"
"Проверка корректности навигации к форме создания пользователя","1002","После успешной авторизации система должна корректно открывать форму создания нового пользователя","Team three PFLB Test","Tue Aug 19 16:26:42 UTC 2025","passed","Tue Aug 19 16:26:43 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","openedCreateNewPage"
"Проверка boundary-значения для минимальной суммы пополнения","21580","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 16:21:39 UTC 2025","failed","Tue Aug 19 16:22:01 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","380","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:23:07 UTC 2025","passed","Tue Aug 19 16:23:08 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","268","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:23:03 UTC 2025","passed","Tue Aug 19 16:23:03 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","3329","Проверка функциональности поля ввода на странице","Team three PFLB Test","Tue Aug 19 16:20:37 UTC 2025","passed","Tue Aug 19 16:20:40 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkInput"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","5603","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Tue Aug 19 16:26:59 UTC 2025","passed","Tue Aug 19 16:27:04 UTC 2025","tests.ui.UsersReadAllTest","Chrome","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","11843","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Tue Aug 19 16:26:45 UTC 2025","passed","Tue Aug 19 16:26:56 UTC 2025","tests.ui.UsersReadAllTest","Chrome","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Проверка boundary-значений для поля возраста пользователя","21782","Проверка граничных значений возраста (1 год и 123 года) при создании пользователя","Team three PFLB Test","Tue Aug 19 16:24:32 UTC 2025","failed","Tue Aug 19 16:24:54 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkMinimumAge"
"Негативный сценарий: проверка валидации нулевого возраста","1445","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Tue Aug 19 16:25:47 UTC 2025","passed","Tue Aug 19 16:25:49 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkZeroAgeValidation"
"Негативный сценарий: проверка валидации отрицательного возраста","1674","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Tue Aug 19 16:24:56 UTC 2025","passed","Tue Aug 19 16:24:58 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkNegativeAgeValidation"
"Проверка продажи авто. Негативный","21681","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Tue Aug 19 16:31:29 UTC 2025","failed","Tue Aug 19 16:31:51 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCarNegative"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","341","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:23:05 UTC 2025","passed","Tue Aug 19 16:23:05 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка покупки авто. Негативный","21402","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Tue Aug 19 16:29:55 UTC 2025","failed","Tue Aug 19 16:30:16 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Негативный сценарий: создание пользователя без указания пола","1645","Проверка обязательности выбора пола при создании пользователя","Team three PFLB Test","Tue Aug 19 16:26:38 UTC 2025","passed","Tue Aug 19 16:26:40 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","createUserWithoutSexSelection"
