"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка успешного создания дома при заполнении всех полей валидными данными","6788","Позитивный тест создания дома с заполнением всех полей валидными значениями","Team three PFLB Test","Wed Aug 20 15:02:07 UTC 2025","passed","Wed Aug 20 15:02:13 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkValidHouseCreation"
"Негативный сценарий: проверка валидации отрицательного возраста","11423","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Wed Aug 20 15:00:10 UTC 2025","passed","Wed Aug 20 15:00:21 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkNegativeAgeValidation"
"Проверка создания нового авто. Негативный","6671","Тест проверяет создание нового авто","Team three PFLB Test","Wed Aug 20 15:04:30 UTC 2025","passed","Wed Aug 20 15:04:37 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Проверка создания дома при заполнении только обязательных полей (floors и price)","6833","Тест проверяет создание дома при заполнении только обязательных полей","Team three PFLB Test","Wed Aug 20 15:01:32 UTC 2025","passed","Wed Aug 20 15:01:38 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkEmptyOptionalFields"
"Верификация корректности отображения элементов управления на странице HousesReadById","7300","Тест проверяет наличие всех необходимых UI-элементов на странице","Team three PFLB Test","Wed Aug 20 15:03:26 UTC 2025","passed","Wed Aug 20 15:03:33 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","checkUsersReadAllWithCarsNavBar"
"Проверка boundary-значения для минимальной суммы пополнения","12502","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Wed Aug 20 14:59:09 UTC 2025","passed","Wed Aug 20 14:59:22 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Позитивный сценарий пополнения баланса пользователя","11781","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Wed Aug 20 14:59:58 UTC 2025","passed","Wed Aug 20 15:00:10 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Позитивный тест: проверка успешного заселения пользователя с валидными данными (houseId: 3, userId: 2203)","6541","Проверка функционала заселения пользователя в указанный дом","Team three PFLB Test","Wed Aug 20 15:04:05 UTC 2025","passed","Wed Aug 20 15:04:11 UTC 2025","tests.ui.SettleOrEvictUserTest","Chrome","tests.ui.SettleOrEvictUserTest","settleUserInHouse"
"Проверка продажи авто. Негативный","11556","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Wed Aug 20 15:05:20 UTC 2025","passed","Wed Aug 20 15:05:32 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCarNegative"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","670","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 15:01:05 UTC 2025","passed","Wed Aug 20 15:01:05 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
