"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка корректности навигации к форме пополнения баланса пользователя","22757","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Tue Aug 19 14:30:34 UTC 2025","failed","Tue Aug 19 14:30:56 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","openedAddMoneyPage"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","345","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 14:31:01 UTC 2025","passed","Tue Aug 19 14:31:01 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка продажи авто. Негативный","21670","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Tue Aug 19 14:39:33 UTC 2025","failed","Tue Aug 19 14:39:55 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCarNegative"
"Проверка boundary-значения для минимальной суммы пополнения","21674","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 14:27:39 UTC 2025","failed","Tue Aug 19 14:28:01 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","394","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 14:31:06 UTC 2025","passed","Tue Aug 19 14:31:07 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка покупки авто. Негативный","21491","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Tue Aug 19 14:37:58 UTC 2025","failed","Tue Aug 19 14:38:20 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","387","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 14:31:09 UTC 2025","passed","Tue Aug 19 14:31:09 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Негативный сценарий: проверка валидации отрицательного возраста","1715","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Tue Aug 19 14:32:55 UTC 2025","passed","Tue Aug 19 14:32:56 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkNegativeAgeValidation"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","5587","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Tue Aug 19 14:35:00 UTC 2025","passed","Tue Aug 19 14:35:05 UTC 2025","tests.ui.UsersReadAllTest","Chrome","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","12250","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Tue Aug 19 14:34:45 UTC 2025","passed","Tue Aug 19 14:34:58 UTC 2025","tests.ui.UsersReadAllTest","Chrome","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","738","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Tue Aug 19 14:31:11 UTC 2025","passed","Tue Aug 19 14:31:12 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","successfulLoginWithValidCredentials"
"Проверка создания нового авто","21783","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 14:35:35 UTC 2025","failed","Tue Aug 19 14:35:57 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Позитивный сценарий пополнения баланса пользователя","21627","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 14:28:58 UTC 2025","failed","Tue Aug 19 14:29:19 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","11632","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Tue Aug 19 14:26:55 UTC 2025","failed","Tue Aug 19 14:27:07 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Сортировка авто по id","1157","Сортировка авто по id","Team three PFLB Test","Tue Aug 19 14:35:08 UTC 2025","passed","Tue Aug 19 14:35:09 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Негативный сценарий: создание пользователя без указания пола","1677","Проверка обязательности выбора пола при создании пользователя","Team three PFLB Test","Tue Aug 19 14:34:38 UTC 2025","passed","Tue Aug 19 14:34:40 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","createUserWithoutSexSelection"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","386","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 14:31:04 UTC 2025","passed","Tue Aug 19 14:31:04 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Позитивный сценарий создания пользователя с полным набором валидных данных","21819","Система должна успешно создавать пользователя при заполнении всех обязательных полей валидными данными","Team three PFLB Test","Tue Aug 19 14:33:23 UTC 2025","failed","Tue Aug 19 14:33:44 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkValidUserCreation"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1056","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Tue Aug 19 14:27:12 UTC 2025","passed","Tue Aug 19 14:27:14 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Проверка продажи авто","21616","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 14:38:46 UTC 2025","failed","Tue Aug 19 14:39:07 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Проверка создания нового авто. Негативный","21753","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 14:36:23 UTC 2025","failed","Tue Aug 19 14:36:45 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","278","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 14:30:59 UTC 2025","passed","Tue Aug 19 14:30:59 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
