"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка обработки нулевого значения при пополнении баланса","1307","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Tue Aug 19 17:25:50 UTC 2025","passed","Tue Aug 19 17:25:51 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkZeroMoney"
"Проверка boundary-значений для поля возраста пользователя","21434","Проверка граничных значений возраста (1 год и 123 года) при создании пользователя","Team three PFLB Test","Tue Aug 19 17:41:02 UTC 2025","failed","Tue Aug 19 17:41:23 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkMinimumAge"
"Проверка создания нового авто. Негативный","21874","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 17:28:50 UTC 2025","failed","Tue Aug 19 17:29:12 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","1107","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Tue Aug 19 17:36:15 UTC 2025","passed","Tue Aug 19 17:36:16 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","successfulLoginWithValidCredentials"
"Негативный сценарий: создание пользователя без указания имени","21418","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Tue Aug 19 17:37:37 UTC 2025","failed","Tue Aug 19 17:37:58 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkEmptyFirstName"
"Позитивный сценарий пополнения баланса пользователя","21792","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 17:25:26 UTC 2025","failed","Tue Aug 19 17:25:48 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","1246","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Tue Aug 19 17:22:26 UTC 2025","passed","Tue Aug 19 17:22:28 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","7372","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Tue Aug 19 17:53:33 UTC 2025","passed","Tue Aug 19 17:53:41 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","565","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 17:36:05 UTC 2025","passed","Tue Aug 19 17:36:05 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","562","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 17:36:10 UTC 2025","passed","Tue Aug 19 17:36:10 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка покупки авто","21731","Тест проверяет покупку авто","Team three PFLB Test","Tue Aug 19 17:30:25 UTC 2025","failed","Tue Aug 19 17:30:47 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCar"
"Негативный сценарий: создание пользователя без указания пола","21385","Проверка обязательности выбора пола при создании пользователя","Team three PFLB Test","Tue Aug 19 17:49:43 UTC 2025","failed","Tue Aug 19 17:50:04 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","createUserWithoutSexSelection"
"Проверка корректности навигации к форме пополнения баланса пользователя","1042","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Tue Aug 19 17:25:53 UTC 2025","passed","Tue Aug 19 17:25:54 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","openedAddMoneyPage"
"Проверка обработки нестандартных символов в поле фамилии","21398","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Tue Aug 19 17:47:57 UTC 2025","failed","Tue Aug 19 17:48:18 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","createUserWithNonStandardLastName"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","546","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 17:36:00 UTC 2025","passed","Tue Aug 19 17:36:01 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Негативный сценарий: проверка валидации отрицательного возраста","21410","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Tue Aug 19 17:42:44 UTC 2025","failed","Tue Aug 19 17:43:05 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkNegativeAgeValidation"
"Негативный сценарий: пополнение баланса текстовым значением","1306","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Tue Aug 19 17:24:08 UTC 2025","passed","Tue Aug 19 17:24:09 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMoneyWithText"
"Проверка корректности навигации к форме создания пользователя","21413","После успешной авторизации система должна корректно открывать форму создания нового пользователя","Team three PFLB Test","Tue Aug 19 17:51:25 UTC 2025","failed","Tue Aug 19 17:51:46 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","openedCreateNewPage"
"Сортировка авто по id","1182","Сортировка авто по id","Team three PFLB Test","Tue Aug 19 17:25:56 UTC 2025","passed","Tue Aug 19 17:25:58 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Проверка boundary-значения для минимальной суммы пополнения","21494","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 17:23:44 UTC 2025","failed","Tue Aug 19 17:24:06 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Проверка создания нового авто","21910","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 17:27:14 UTC 2025","failed","Tue Aug 19 17:27:36 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Проверка продажи авто","21546","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 17:33:34 UTC 2025","failed","Tue Aug 19 17:33:56 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Проверка создания пользователя с предельно допустимым возрастом","21452","Система должна корректно обрабатывать максимально допустимый возраст пользователя (123 года)","Team three PFLB Test","Tue Aug 19 17:39:19 UTC 2025","failed","Tue Aug 19 17:39:41 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkMaxAgeLimitValidation"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","623","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 17:35:50 UTC 2025","passed","Tue Aug 19 17:35:51 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","2493","Проверка функциональности поля ввода на странице","Team three PFLB Test","Tue Aug 19 17:22:18 UTC 2025","passed","Tue Aug 19 17:22:20 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkInput"
